order_details_id,order_id,pizza_id,quantity
10542.00,4621.00,ital_supr_m,1
10543.00,4621.00,pepperoni_l,1
10544.00,4621.00,spinach_supr_m,1
10545.00,4622.00,napolitana_m,1
10546.00,4622.00,veggie_veg_l,1
10547.00,4623.00,bbq_ckn_l,1
10548.00,4623.00,bbq_ckn_m,1
10549.00,4623.00,big_meat_s,1
10550.00,4623.00,brie_carre_s,1
10551.00,4623.00,green_garden_s,1
10552.00,4623.00,hawaiian_s,1
10553.00,4623.00,pep_msh_pep_m,1
10554.00,4623.00,peppr_salami_s,1
10555.00,4623.00,sicilian_m,1
10556.00,4623.00,soppressata_l,1
10557.00,4623.00,southw_ckn_s,1
10558.00,4623.00,thai_ckn_l,1
10559.00,4623.00,the_greek_xl,1
10560.00,4624.00,prsc_argla_l,1
10561.00,4625.00,bbq_ckn_l,1
10562.00,4625.00,ckn_alfredo_m,1
10563.00,4625.00,prsc_argla_s,1
10564.00,4625.00,thai_ckn_l,1
10565.00,4626.00,cali_ckn_m,1
10566.00,4627.00,classic_dlx_s,1
10567.00,4627.00,peppr_salami_l,1
10568.00,4628.00,hawaiian_s,1
10569.00,4628.00,mexicana_l,1
10570.00,4628.00,peppr_salami_s,1
10571.00,4629.00,hawaiian_s,1
10572.00,4629.00,sicilian_m,1
10573.00,4630.00,bbq_ckn_l,1
10574.00,4630.00,classic_dlx_m,1
10575.00,4630.00,hawaiian_s,1
10576.00,4630.00,spicy_ital_l,1
10577.00,4631.00,ital_supr_m,1
10578.00,4631.00,spinach_fet_s,1
10579.00,4632.00,big_meat_s,1
10580.00,4632.00,ital_cpcllo_m,1
10581.00,4633.00,spin_pesto_l,1
10582.00,4634.00,ital_cpcllo_l,1
10583.00,4634.00,napolitana_s,1
10584.00,4634.00,peppr_salami_m,1
10585.00,4635.00,big_meat_s,1
10586.00,4635.00,classic_dlx_s,1
10587.00,4636.00,ital_supr_l,1
10588.00,4636.00,prsc_argla_s,1
10589.00,4637.00,ckn_alfredo_l,1
10590.00,4637.00,spin_pesto_l,1
10591.00,4638.00,sicilian_s,1
10592.00,4638.00,southw_ckn_m,1
10593.00,4639.00,five_cheese_l,1
10594.00,4639.00,four_cheese_l,1
10595.00,4639.00,ital_cpcllo_s,1
10596.00,4640.00,ckn_pesto_l,1
10597.00,4641.00,cali_ckn_l,1
10598.00,4641.00,mexicana_l,1
10599.00,4642.00,cali_ckn_s,1
10600.00,4642.00,ckn_pesto_l,1
10601.00,4642.00,mediterraneo_s,1
10602.00,4642.00,mexicana_l,1
10603.00,4643.00,sicilian_m,1
10604.00,4643.00,southw_ckn_l,1
10605.00,4644.00,mediterraneo_m,1
10606.00,4644.00,pep_msh_pep_l,1
10607.00,4644.00,sicilian_s,1
10608.00,4644.00,thai_ckn_l,1
10609.00,4645.00,bbq_ckn_l,1
10610.00,4645.00,big_meat_s,1
10611.00,4645.00,classic_dlx_m,1
10612.00,4645.00,four_cheese_m,1
10613.00,4646.00,calabrese_l,1
10614.00,4646.00,ital_supr_l,1
10615.00,4646.00,peppr_salami_m,1
10616.00,4647.00,cali_ckn_m,1
10617.00,4647.00,green_garden_s,1
10618.00,4648.00,ital_veggie_s,1
10619.00,4648.00,soppressata_l,1
10620.00,4649.00,five_cheese_l,1
10621.00,4650.00,ckn_pesto_m,1
10622.00,4650.00,classic_dlx_l,1
10623.00,4651.00,bbq_ckn_m,1
10624.00,4651.00,four_cheese_m,1
10625.00,4651.00,soppressata_m,1
10626.00,4651.00,spinach_supr_l,1
10627.00,4652.00,prsc_argla_m,1
10628.00,4652.00,southw_ckn_m,1
10629.00,4653.00,ckn_alfredo_m,1
10630.00,4653.00,ital_supr_m,1
10631.00,4654.00,big_meat_s,1
10632.00,4655.00,mediterraneo_l,1
10633.00,4655.00,the_greek_xl,1
10634.00,4656.00,four_cheese_l,1
10635.00,4656.00,spin_pesto_s,1
10636.00,4657.00,four_cheese_l,1
10637.00,4658.00,thai_ckn_s,1
10638.00,4659.00,classic_dlx_m,1
10639.00,4659.00,five_cheese_l,1
10640.00,4660.00,green_garden_l,1
10641.00,4661.00,ckn_pesto_l,1
10642.00,4661.00,hawaiian_l,1
10643.00,4661.00,southw_ckn_l,1
10644.00,4661.00,spinach_fet_s,1
10645.00,4662.00,five_cheese_l,1
10646.00,4662.00,spin_pesto_s,1
10647.00,4662.00,spinach_supr_l,1
10648.00,4663.00,spicy_ital_s,1
10649.00,4664.00,bbq_ckn_l,1
10650.00,4664.00,ital_supr_m,1
10651.00,4664.00,pepperoni_l,1
10652.00,4664.00,soppressata_l,1
10653.00,4665.00,ckn_alfredo_m,1
10654.00,4665.00,classic_dlx_l,1
10655.00,4665.00,five_cheese_l,1
10656.00,4665.00,four_cheese_l,1
10657.00,4665.00,pep_msh_pep_s,1
10658.00,4665.00,thai_ckn_l,1
10659.00,4666.00,bbq_ckn_s,1
10660.00,4666.00,cali_ckn_m,1
10661.00,4667.00,cali_ckn_m,1
10662.00,4667.00,green_garden_l,1
10663.00,4667.00,pepperoni_m,1
10664.00,4667.00,spicy_ital_l,1
10665.00,4667.00,spin_pesto_l,1
10666.00,4667.00,spinach_fet_s,1
10667.00,4667.00,spinach_supr_m,1
10668.00,4668.00,prsc_argla_l,1
10669.00,4668.00,veggie_veg_m,1
10670.00,4669.00,cali_ckn_s,1
10671.00,4669.00,ital_cpcllo_l,1
10672.00,4669.00,ital_supr_l,1
10673.00,4669.00,napolitana_s,1
10674.00,4669.00,pepperoni_l,1
10675.00,4670.00,calabrese_m,1
10676.00,4670.00,spin_pesto_l,1
10677.00,4670.00,thai_ckn_l,1
10678.00,4671.00,mexicana_m,1
10679.00,4671.00,spinach_fet_m,1
10680.00,4671.00,thai_ckn_l,1
10681.00,4672.00,veggie_veg_m,1
10682.00,4673.00,bbq_ckn_l,1
10683.00,4673.00,ital_cpcllo_l,1
10684.00,4673.00,pepperoni_m,1
10685.00,4674.00,peppr_salami_s,1
10686.00,4675.00,napolitana_s,1
10687.00,4675.00,pep_msh_pep_s,1
10688.00,4676.00,hawaiian_s,1
10689.00,4677.00,five_cheese_l,1
10690.00,4678.00,prsc_argla_l,1
10691.00,4679.00,cali_ckn_m,1
10692.00,4680.00,southw_ckn_l,1
10693.00,4681.00,pepperoni_l,1
10694.00,4681.00,southw_ckn_l,1
10695.00,4682.00,pepperoni_s,1
10696.00,4683.00,bbq_ckn_s,1
10697.00,4683.00,classic_dlx_s,1
10698.00,4684.00,southw_ckn_m,1
10699.00,4685.00,five_cheese_l,1
10700.00,4685.00,spinach_fet_s,1
10701.00,4686.00,cali_ckn_l,1
10702.00,4686.00,pep_msh_pep_l,1
10703.00,4687.00,sicilian_l,1
10704.00,4687.00,southw_ckn_l,1
10705.00,4688.00,ital_supr_m,1
10706.00,4689.00,ital_cpcllo_m,1
10707.00,4689.00,thai_ckn_m,1
10708.00,4690.00,big_meat_s,1
10709.00,4690.00,thai_ckn_l,1
10710.00,4691.00,green_garden_m,1
10711.00,4692.00,pep_msh_pep_s,1
10712.00,4692.00,southw_ckn_m,1
10713.00,4692.00,veggie_veg_m,1
10714.00,4693.00,napolitana_s,1
10715.00,4693.00,peppr_salami_m,2
10716.00,4693.00,thai_ckn_m,1
10717.00,4694.00,five_cheese_l,1
10718.00,4694.00,spinach_fet_s,1
10719.00,4695.00,four_cheese_l,1
10720.00,4695.00,hawaiian_s,1
10721.00,4696.00,cali_ckn_m,1
10722.00,4697.00,napolitana_l,1
10723.00,4697.00,spicy_ital_l,1
10724.00,4698.00,napolitana_l,1
10725.00,4698.00,southw_ckn_l,1
10726.00,4698.00,thai_ckn_s,1
10727.00,4698.00,veggie_veg_l,1
10728.00,4699.00,classic_dlx_l,1
10729.00,4699.00,pep_msh_pep_s,1
10730.00,4700.00,pep_msh_pep_l,1
10731.00,4701.00,calabrese_l,1
10732.00,4701.00,five_cheese_l,1
10733.00,4702.00,ckn_alfredo_m,1
10734.00,4702.00,veggie_veg_m,1
10735.00,4703.00,green_garden_m,1
10736.00,4703.00,ital_supr_l,1
10737.00,4703.00,pepperoni_l,1
10738.00,4703.00,spicy_ital_l,1
10739.00,4704.00,hawaiian_m,1
10740.00,4705.00,cali_ckn_m,1
10741.00,4706.00,ckn_pesto_m,1
10742.00,4706.00,ital_cpcllo_l,1
10743.00,4706.00,prsc_argla_l,1
10744.00,4706.00,spin_pesto_m,1
10745.00,4707.00,spinach_fet_s,1
10746.00,4707.00,veggie_veg_m,1
10747.00,4708.00,ital_veggie_s,1
10748.00,4708.00,mediterraneo_s,1
10749.00,4708.00,mexicana_m,1
10750.00,4709.00,cali_ckn_s,1
10751.00,4709.00,classic_dlx_l,1
10752.00,4710.00,ital_cpcllo_s,1
10753.00,4710.00,southw_ckn_m,1
10754.00,4710.00,thai_ckn_l,1
10755.00,4711.00,bbq_ckn_s,1
10756.00,4711.00,big_meat_s,1
10757.00,4711.00,classic_dlx_m,1
10758.00,4711.00,napolitana_l,1
10759.00,4712.00,bbq_ckn_s,1
10760.00,4713.00,four_cheese_l,1
10761.00,4714.00,mexicana_l,1
10762.00,4715.00,four_cheese_l,1
10763.00,4715.00,four_cheese_m,1
10764.00,4715.00,hawaiian_s,1
10765.00,4716.00,classic_dlx_s,1
10766.00,4716.00,four_cheese_l,1
10767.00,4716.00,hawaiian_s,1
10768.00,4717.00,spicy_ital_l,1
10769.00,4718.00,five_cheese_l,1
10770.00,4719.00,ckn_alfredo_m,1
10771.00,4720.00,four_cheese_m,1
10772.00,4720.00,spicy_ital_l,1
10773.00,4721.00,spicy_ital_l,1
10774.00,4721.00,spinach_fet_s,1
10775.00,4722.00,classic_dlx_m,1
10776.00,4722.00,four_cheese_m,1
10777.00,4722.00,prsc_argla_s,1
10778.00,4722.00,southw_ckn_l,1
10779.00,4723.00,bbq_ckn_m,1
10780.00,4723.00,ital_cpcllo_m,1
10781.00,4723.00,sicilian_m,1
10782.00,4723.00,spicy_ital_l,1
10783.00,4724.00,bbq_ckn_m,1
10784.00,4725.00,napolitana_s,1
10785.00,4725.00,peppr_salami_s,1
10786.00,4725.00,southw_ckn_s,1
10787.00,4726.00,cali_ckn_m,1
10788.00,4726.00,ckn_pesto_s,1
10789.00,4727.00,bbq_ckn_l,1
10790.00,4727.00,pepperoni_l,1
10791.00,4727.00,peppr_salami_l,1
10792.00,4728.00,ckn_alfredo_m,1
10793.00,4728.00,pep_msh_pep_m,1
10794.00,4728.00,southw_ckn_s,1
10795.00,4729.00,big_meat_s,1
10796.00,4729.00,classic_dlx_s,1
10797.00,4730.00,bbq_ckn_m,1
10798.00,4730.00,brie_carre_s,1
10799.00,4730.00,four_cheese_l,1
10800.00,4730.00,ital_veggie_s,1
10801.00,4731.00,ckn_alfredo_s,1
10802.00,4732.00,bbq_ckn_m,1
10803.00,4732.00,big_meat_s,1
10804.00,4732.00,calabrese_l,1
10805.00,4732.00,cali_ckn_l,1
10806.00,4732.00,cali_ckn_m,1
10807.00,4732.00,five_cheese_l,1
10808.00,4732.00,four_cheese_l,1
10809.00,4732.00,ital_supr_l,1
10810.00,4732.00,ital_supr_m,1
10811.00,4732.00,mexicana_m,1
10812.00,4732.00,pepperoni_s,1
10813.00,4732.00,the_greek_l,1
10814.00,4733.00,big_meat_s,2
10815.00,4733.00,cali_ckn_l,1
10816.00,4733.00,spinach_fet_l,1
10817.00,4734.00,pepperoni_s,1
10818.00,4735.00,ital_veggie_s,1
10819.00,4735.00,sicilian_s,1
10820.00,4735.00,spinach_supr_s,1
10821.00,4735.00,thai_ckn_m,1
10822.00,4735.00,veggie_veg_m,1
10823.00,4736.00,hawaiian_s,1
10824.00,4737.00,big_meat_s,1
10825.00,4738.00,spin_pesto_m,1
10826.00,4739.00,spin_pesto_l,1
10827.00,4740.00,cali_ckn_l,1
10828.00,4740.00,ital_veggie_m,1
10829.00,4740.00,pep_msh_pep_s,1
10830.00,4740.00,southw_ckn_m,1
10831.00,4741.00,ital_supr_l,1
10832.00,4741.00,thai_ckn_l,1
10833.00,4741.00,the_greek_m,1
10834.00,4741.00,the_greek_s,1
10835.00,4742.00,classic_dlx_l,1
10836.00,4742.00,green_garden_s,1
10837.00,4742.00,hawaiian_l,1
10838.00,4742.00,sicilian_s,1
10839.00,4743.00,soppressata_s,1
10840.00,4744.00,spicy_ital_l,1
10841.00,4745.00,pepperoni_m,1
10842.00,4746.00,cali_ckn_l,1
10843.00,4746.00,cali_ckn_m,1
10844.00,4746.00,five_cheese_l,1
10845.00,4746.00,the_greek_xl,1
10846.00,4747.00,cali_ckn_s,1
10847.00,4747.00,thai_ckn_l,1
10848.00,4748.00,spinach_fet_m,1
10849.00,4749.00,hawaiian_m,1
10850.00,4749.00,hawaiian_s,1
10851.00,4750.00,classic_dlx_m,1
10852.00,4750.00,napolitana_m,1
10853.00,4750.00,spicy_ital_m,1
10854.00,4751.00,soppressata_m,1
10855.00,4751.00,veggie_veg_m,1
10856.00,4752.00,sicilian_l,1
10857.00,4753.00,spicy_ital_m,1
10858.00,4754.00,big_meat_s,1
10859.00,4755.00,five_cheese_l,1
10860.00,4755.00,peppr_salami_l,1
10861.00,4755.00,prsc_argla_l,1
10862.00,4755.00,sicilian_s,1
10863.00,4756.00,five_cheese_l,1
10864.00,4756.00,veggie_veg_m,1
10865.00,4757.00,ckn_pesto_s,1
10866.00,4758.00,ital_veggie_m,1
10867.00,4759.00,hawaiian_l,1
10868.00,4759.00,ital_supr_m,2
10869.00,4759.00,the_greek_xl,1
10870.00,4760.00,cali_ckn_l,1
10871.00,4760.00,ital_veggie_s,1
10872.00,4760.00,pep_msh_pep_m,1
10873.00,4761.00,brie_carre_s,1
10874.00,4761.00,pepperoni_s,1
10875.00,4761.00,southw_ckn_s,1
10876.00,4761.00,the_greek_xxl,1
10877.00,4762.00,spin_pesto_m,1
10878.00,4763.00,hawaiian_m,1
10879.00,4763.00,spicy_ital_l,1
10880.00,4763.00,the_greek_m,1
10881.00,4764.00,five_cheese_l,1
10882.00,4764.00,southw_ckn_l,1
10883.00,4764.00,spicy_ital_l,1
10884.00,4765.00,classic_dlx_m,1
10885.00,4765.00,hawaiian_m,1
10886.00,4766.00,hawaiian_s,1
10887.00,4766.00,sicilian_m,1
10888.00,4767.00,mexicana_l,1
10889.00,4767.00,southw_ckn_l,1
10890.00,4767.00,spicy_ital_m,1
10891.00,4767.00,thai_ckn_l,1
10892.00,4768.00,ital_supr_m,1
10893.00,4768.00,pepperoni_m,1
10894.00,4768.00,prsc_argla_s,1
10895.00,4768.00,southw_ckn_l,1
10896.00,4769.00,ital_cpcllo_m,1
10897.00,4770.00,sicilian_s,1
10898.00,4770.00,thai_ckn_l,1
10899.00,4771.00,five_cheese_l,1
10900.00,4771.00,ital_supr_l,1
10901.00,4771.00,soppressata_m,1
10902.00,4771.00,thai_ckn_m,1
10903.00,4772.00,bbq_ckn_m,1
10904.00,4772.00,sicilian_m,1
10905.00,4773.00,thai_ckn_l,1
10906.00,4774.00,hawaiian_m,1
10907.00,4775.00,mexicana_l,1
10908.00,4775.00,sicilian_s,1
10909.00,4775.00,the_greek_m,1
10910.00,4775.00,veggie_veg_l,1
10911.00,4776.00,cali_ckn_s,1
10912.00,4776.00,thai_ckn_s,1
10913.00,4777.00,hawaiian_s,1
10914.00,4777.00,mexicana_l,1
10915.00,4778.00,southw_ckn_s,1
10916.00,4779.00,southw_ckn_l,1
10917.00,4779.00,the_greek_l,1
10918.00,4780.00,mexicana_l,1
10919.00,4781.00,southw_ckn_l,1
10920.00,4782.00,pepperoni_l,1
10921.00,4782.00,pepperoni_m,1
10922.00,4782.00,spin_pesto_l,1
10923.00,4783.00,prsc_argla_s,1
10924.00,4783.00,spinach_fet_s,1
10925.00,4783.00,thai_ckn_m,1
10926.00,4784.00,veggie_veg_s,1
10927.00,4785.00,spicy_ital_l,1
10928.00,4786.00,classic_dlx_l,1
10929.00,4786.00,five_cheese_l,1
10930.00,4787.00,peppr_salami_s,1
10931.00,4788.00,the_greek_s,1
10932.00,4789.00,brie_carre_s,1
10933.00,4789.00,classic_dlx_m,1
10934.00,4789.00,classic_dlx_s,1
10935.00,4789.00,four_cheese_l,1
10936.00,4789.00,ital_supr_l,1
10937.00,4789.00,pepperoni_l,2
10938.00,4789.00,pepperoni_m,1
10939.00,4789.00,peppr_salami_m,1
10940.00,4790.00,five_cheese_l,1
10941.00,4791.00,pepperoni_s,1
10942.00,4791.00,sicilian_s,1
10943.00,4792.00,the_greek_s,1
10944.00,4793.00,cali_ckn_m,1
10945.00,4793.00,napolitana_s,1
10946.00,4794.00,cali_ckn_l,1
10947.00,4794.00,veggie_veg_s,1
10948.00,4795.00,classic_dlx_m,1
10949.00,4795.00,peppr_salami_s,1
10950.00,4795.00,sicilian_m,1
10951.00,4796.00,big_meat_s,1
10952.00,4797.00,ckn_pesto_s,1
10953.00,4797.00,pepperoni_m,1
10954.00,4798.00,calabrese_m,1
10955.00,4798.00,green_garden_s,1
10956.00,4798.00,spin_pesto_l,1
10957.00,4799.00,cali_ckn_l,1
10958.00,4799.00,four_cheese_l,1
10959.00,4800.00,veggie_veg_m,1
10960.00,4801.00,bbq_ckn_l,1
10961.00,4801.00,big_meat_s,1
10962.00,4801.00,peppr_salami_m,1
10963.00,4801.00,spinach_supr_l,1
10964.00,4802.00,thai_ckn_l,1
10965.00,4803.00,hawaiian_m,1
10966.00,4804.00,hawaiian_s,1
10967.00,4804.00,ital_veggie_m,1
10968.00,4805.00,brie_carre_s,1
10969.00,4805.00,veggie_veg_l,1
10970.00,4806.00,ckn_alfredo_m,1
10971.00,4806.00,classic_dlx_m,1
10972.00,4806.00,four_cheese_l,1
10973.00,4806.00,ital_supr_s,1
10974.00,4807.00,ckn_pesto_s,1
10975.00,4807.00,four_cheese_l,1
10976.00,4808.00,ckn_alfredo_m,1
10977.00,4808.00,hawaiian_l,1
10978.00,4808.00,hawaiian_s,1
10979.00,4809.00,five_cheese_l,1
10980.00,4809.00,mediterraneo_m,1
10981.00,4809.00,mexicana_l,1
10982.00,4809.00,peppr_salami_l,1
10983.00,4810.00,brie_carre_s,1
10984.00,4810.00,sicilian_s,1
10985.00,4810.00,spin_pesto_l,1
10986.00,4811.00,napolitana_l,1
10987.00,4811.00,the_greek_m,1
10988.00,4812.00,pepperoni_s,1
10989.00,4813.00,the_greek_l,1
10990.00,4814.00,mediterraneo_l,1
10991.00,4815.00,bbq_ckn_l,1
10992.00,4815.00,ital_veggie_m,1
10993.00,4816.00,ital_supr_m,1
10994.00,4817.00,ckn_pesto_m,1
10995.00,4817.00,mediterraneo_m,1
10996.00,4818.00,prsc_argla_s,1
10997.00,4819.00,spinach_fet_l,1
10998.00,4819.00,thai_ckn_l,1
10999.00,4820.00,mexicana_l,1
11000.00,4821.00,hawaiian_s,1
11001.00,4821.00,pepperoni_m,1
11002.00,4821.00,spinach_supr_s,1
11003.00,4822.00,classic_dlx_l,1
11004.00,4822.00,sicilian_l,1
11005.00,4822.00,soppressata_l,1
11006.00,4822.00,soppressata_m,1
11007.00,4823.00,peppr_salami_m,1
11008.00,4824.00,southw_ckn_s,1
11009.00,4825.00,bbq_ckn_l,1
11010.00,4825.00,classic_dlx_m,1
11011.00,4825.00,mediterraneo_m,1
11012.00,4825.00,thai_ckn_m,1
11013.00,4826.00,hawaiian_l,1
11014.00,4827.00,pepperoni_s,1
11015.00,4828.00,bbq_ckn_l,1
11016.00,4829.00,bbq_ckn_l,1
11017.00,4829.00,southw_ckn_s,1
11018.00,4830.00,cali_ckn_l,1
11019.00,4830.00,classic_dlx_l,1
11020.00,4830.00,spicy_ital_m,1
11021.00,4831.00,ckn_alfredo_l,1
11022.00,4832.00,peppr_salami_m,1
11023.00,4833.00,ital_veggie_s,1
11024.00,4834.00,ckn_alfredo_m,1
11025.00,4835.00,five_cheese_l,1
11026.00,4835.00,mexicana_l,1
11027.00,4836.00,bbq_ckn_l,1
11028.00,4836.00,ckn_pesto_m,1
11029.00,4836.00,classic_dlx_s,1
11030.00,4836.00,five_cheese_l,1
11031.00,4836.00,green_garden_m,1
11032.00,4836.00,hawaiian_m,1
11033.00,4836.00,ital_supr_s,1
11034.00,4836.00,ital_veggie_s,2
11035.00,4836.00,mediterraneo_s,1
11036.00,4836.00,pepperoni_s,2
11037.00,4836.00,sicilian_m,1
11038.00,4836.00,southw_ckn_s,1
11039.00,4836.00,spin_pesto_m,1
11040.00,4837.00,bbq_ckn_m,1
11041.00,4837.00,sicilian_s,1
11042.00,4838.00,bbq_ckn_l,1
11043.00,4838.00,bbq_ckn_s,1
11044.00,4838.00,cali_ckn_m,1
11045.00,4838.00,ckn_alfredo_m,1
11046.00,4838.00,classic_dlx_m,1
11047.00,4838.00,pepperoni_l,1
11048.00,4838.00,thai_ckn_l,1
11049.00,4838.00,the_greek_xl,1
11050.00,4839.00,peppr_salami_s,1
11051.00,4840.00,ckn_alfredo_l,1
11052.00,4840.00,hawaiian_l,1
11053.00,4841.00,four_cheese_l,1
11054.00,4841.00,napolitana_l,1
11055.00,4841.00,pep_msh_pep_l,1
11056.00,4841.00,prsc_argla_m,1
11057.00,4841.00,spinach_fet_l,1
11058.00,4841.00,spinach_supr_s,1
11059.00,4842.00,peppr_salami_l,1
11060.00,4843.00,hawaiian_m,1
11061.00,4843.00,sicilian_m,1
11062.00,4844.00,ital_supr_m,1
11063.00,4845.00,pepperoni_m,1
11064.00,4845.00,southw_ckn_l,1
11065.00,4846.00,five_cheese_l,1
11066.00,4846.00,mediterraneo_l,1
11067.00,4846.00,pep_msh_pep_s,1
11068.00,4846.00,sicilian_l,1
11069.00,4847.00,classic_dlx_m,1
11070.00,4848.00,five_cheese_l,1
11071.00,4849.00,four_cheese_l,1
11072.00,4850.00,bbq_ckn_l,1
11073.00,4850.00,ckn_pesto_l,1
11074.00,4850.00,classic_dlx_s,1
11075.00,4850.00,sicilian_m,1
11076.00,4851.00,green_garden_s,1
11077.00,4852.00,calabrese_s,1
11078.00,4853.00,ckn_pesto_s,1
11079.00,4854.00,four_cheese_l,1
11080.00,4854.00,mexicana_l,1
11081.00,4855.00,the_greek_xl,1
11082.00,4856.00,spicy_ital_l,1
11083.00,4857.00,bbq_ckn_s,1
11084.00,4857.00,classic_dlx_m,1
11085.00,4857.00,ital_veggie_s,1
11086.00,4857.00,spinach_fet_l,1
11087.00,4858.00,ital_cpcllo_l,1
11088.00,4858.00,prsc_argla_s,1
11089.00,4859.00,ckn_alfredo_l,1
11090.00,4859.00,classic_dlx_l,1
11091.00,4859.00,southw_ckn_m,1
11092.00,4860.00,pepperoni_m,1
11093.00,4860.00,spinach_supr_s,1
11094.00,4861.00,bbq_ckn_m,1
11095.00,4861.00,peppr_salami_m,1
11096.00,4862.00,pep_msh_pep_m,1
11097.00,4863.00,napolitana_m,1
11098.00,4863.00,pep_msh_pep_s,1
11099.00,4864.00,spin_pesto_s,1
11100.00,4864.00,spinach_supr_l,1
11101.00,4865.00,soppressata_l,1
11102.00,4865.00,veggie_veg_l,1
11103.00,4866.00,hawaiian_l,1
11104.00,4866.00,peppr_salami_l,1
11105.00,4867.00,veggie_veg_s,1
11106.00,4868.00,ckn_alfredo_m,1
11107.00,4868.00,napolitana_m,1
11108.00,4869.00,green_garden_m,1
11109.00,4869.00,peppr_salami_s,1
11110.00,4869.00,spicy_ital_m,1
11111.00,4870.00,four_cheese_l,1
11112.00,4871.00,cali_ckn_l,2
11113.00,4871.00,ital_cpcllo_s,1
11114.00,4871.00,mexicana_s,1
11115.00,4872.00,five_cheese_l,1
11116.00,4872.00,hawaiian_l,1
11117.00,4873.00,southw_ckn_m,1
11118.00,4874.00,thai_ckn_l,1
11119.00,4875.00,big_meat_s,1
11120.00,4875.00,calabrese_s,1
11121.00,4875.00,pepperoni_l,1
11122.00,4876.00,southw_ckn_l,1
11123.00,4877.00,cali_ckn_l,1
11124.00,4877.00,pep_msh_pep_m,1
11125.00,4878.00,prsc_argla_s,1
11126.00,4879.00,big_meat_s,1
11127.00,4879.00,five_cheese_l,1
11128.00,4880.00,hawaiian_m,1
11129.00,4880.00,mexicana_l,2
11130.00,4881.00,big_meat_s,1
11131.00,4881.00,southw_ckn_l,1
11132.00,4881.00,spinach_fet_m,1
11133.00,4881.00,thai_ckn_l,1
11134.00,4882.00,cali_ckn_s,1
11135.00,4883.00,peppr_salami_l,1
11136.00,4884.00,ckn_pesto_m,1
11137.00,4885.00,pepperoni_l,1
11138.00,4886.00,four_cheese_l,1
11139.00,4886.00,peppr_salami_l,1
11140.00,4887.00,big_meat_s,1
11141.00,4887.00,southw_ckn_l,1
11142.00,4887.00,veggie_veg_m,1
11143.00,4888.00,thai_ckn_m,1
11144.00,4889.00,bbq_ckn_l,1
11145.00,4890.00,classic_dlx_m,1
11146.00,4891.00,cali_ckn_m,1
11147.00,4891.00,ckn_alfredo_l,1
11148.00,4891.00,ckn_pesto_m,1
11149.00,4891.00,southw_ckn_l,1
11150.00,4892.00,calabrese_l,1
11151.00,4892.00,four_cheese_m,1
11152.00,4892.00,hawaiian_s,1
11153.00,4893.00,classic_dlx_m,1
11154.00,4893.00,four_cheese_l,1
11155.00,4893.00,ital_supr_l,1
11156.00,4893.00,mexicana_m,1
11157.00,4893.00,sicilian_m,1
11158.00,4893.00,spinach_fet_l,2
11159.00,4893.00,thai_ckn_l,1
11160.00,4893.00,thai_ckn_m,1
11161.00,4894.00,calabrese_m,1
11162.00,4894.00,ckn_alfredo_m,1
11163.00,4895.00,ital_supr_l,1
11164.00,4896.00,spin_pesto_m,1
11165.00,4897.00,hawaiian_s,1
11166.00,4898.00,southw_ckn_l,1
11167.00,4899.00,hawaiian_s,1
11168.00,4899.00,pepperoni_m,1
11169.00,4900.00,spicy_ital_m,1
11170.00,4900.00,thai_ckn_s,1
11171.00,4901.00,mexicana_l,1
11172.00,4901.00,napolitana_l,1
11173.00,4901.00,sicilian_s,1
11174.00,4902.00,pep_msh_pep_s,1
11175.00,4902.00,prsc_argla_m,1
11176.00,4902.00,southw_ckn_m,1
11177.00,4903.00,bbq_ckn_m,1
11178.00,4903.00,spicy_ital_m,1
11179.00,4904.00,thai_ckn_l,1
11180.00,4905.00,classic_dlx_s,1
11181.00,4905.00,peppr_salami_m,1
11182.00,4906.00,big_meat_s,1
11183.00,4906.00,sicilian_l,2
11184.00,4906.00,thai_ckn_l,1
11185.00,4907.00,cali_ckn_m,1
11186.00,4907.00,five_cheese_l,1
11187.00,4907.00,pepperoni_m,1
11188.00,4908.00,mexicana_l,1
11189.00,4908.00,mexicana_m,1
11190.00,4909.00,southw_ckn_s,1
11191.00,4910.00,soppressata_s,1
11192.00,4911.00,ckn_alfredo_m,1
11193.00,4911.00,peppr_salami_l,1
11194.00,4911.00,thai_ckn_l,1
11195.00,4911.00,thai_ckn_s,1
11196.00,4912.00,big_meat_s,1
11197.00,4912.00,napolitana_m,1
11198.00,4912.00,veggie_veg_s,1
11199.00,4913.00,ital_supr_m,1
11200.00,4914.00,the_greek_xl,1
11201.00,4915.00,bbq_ckn_l,1
11202.00,4915.00,pep_msh_pep_s,1
11203.00,4916.00,big_meat_s,1
11204.00,4917.00,classic_dlx_m,1
11205.00,4918.00,bbq_ckn_m,1
11206.00,4919.00,ital_supr_m,1
11207.00,4919.00,prsc_argla_m,1
11208.00,4919.00,thai_ckn_l,1
11209.00,4920.00,four_cheese_l,1
11210.00,4920.00,ital_supr_l,1
11211.00,4921.00,sicilian_m,1
11212.00,4921.00,thai_ckn_s,1
11213.00,4922.00,brie_carre_s,1
11214.00,4922.00,pepperoni_m,1
11215.00,4923.00,five_cheese_l,1
11216.00,4924.00,sicilian_s,1
11217.00,4924.00,the_greek_l,1
11218.00,4925.00,four_cheese_m,1
11219.00,4925.00,thai_ckn_m,1
